Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Bind,Fast Food Workers,Lionheart eSports,13,6,4,3,3,9,"Raze,Cypher,Omen,Gekko,Deadlock","Raze,Reyna,Skye,Deadlock,Clove"
Icebox,SaD FROST,Charmers GC,13,1,11,1,0,2,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Jett,Gekko"
Ascent,4star,Whiff Nation,13,2,3,0,2,10,"Cypher,Sova,Omen,Jett,Deadlock","Cypher,Sova,Omen,Jett,Deadlock"
Lotus,MORBIDLY OBESE,Cuddle Gang,13,6,5,2,4,8,"Raze,Cypher,Omen,Fade,Gekko","Breach,Raze,Killjoy,Omen,Fade"
Ascent,Bolton Esports,Somali Pirates,13,8,6,6,2,7,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Full Sail Armada,Kraken,13,10,9,2,8,4,"Breach,Cypher,Sova,Jett,Clove","Cypher,Sova,Omen,Jett,Deadlock"
Haven,Dexterity Gaming,Good Career,13,8,8,4,4,5,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Ascent,ABG luvrs,CCG Esports,9,13,5,5,8,4,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Ball Knowers,Scarlet Knights Black,13,11,7,5,6,6,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Harbor,Deadlock"
Bind,Asians and Skuba,English or Spanish,13,7,9,3,4,4,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Skye,Deadlock"
Bind,Malevolent Kitchen,Prospects Hitmen,7,13,2,6,7,5,"Raze,Cypher,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Gekko"
Lotus,demeanorfps,LoungeLizardWW,9,13,7,5,8,2,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Omen,Fade,Gekko"
Bind,Rice Bowl,Asura Onyx,7,13,3,5,8,4,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Skye,Fade,Clove"
Sunset,Astane Anarchy,RECR,13,8,9,3,5,4,"Breach,Raze,Cypher,Omen,Fade","Raze,Cypher,Omen,KAY/O,Gekko"
Sunset,CHURCH OF CHAEWON KIM,Nearest Airport,4,13,1,4,9,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Special Grade,Harmony,13,1,11,1,0,2,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,Deadlock"
Haven,CB,Spate Esports,4,13,1,11,2,3,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Neon,Clove"
Ascent,Jawns IV,ENVEE YSL,1,13,1,11,2,0,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Maryville University,Heavenly Sword Sect,14,16,10,5,11,4,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Haven,COPPER BLUE OVALS,Moon (NA),13,9,6,4,5,7,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Bind,Event Horizon Red,Forsaken Shadows,13,10,5,6,4,8,"Viper,Brimstone,Jett,Skye,Gekko","Raze,Cypher,Sova,Brimstone,Yoru"
Abyss,Fast Food Workers,Lionheart eSports,13,4,3,2,2,10,"Sova,Omen,Jett,Yoru,Chamber","Sova,Killjoy,Viper,Omen,Yoru"
Sunset,Nightblood Gaming,Emma's Bakas,14,16,3,12,4,11,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Deadlock,Clove"
Icebox,El Dorado,The Bees Knees,10,13,6,5,8,4,"Sova,Killjoy,Viper,Reyna,Jett","Raze,Sova,Killjoy,Viper,Reyna"
Haven,Full Sail Armada,Kraken,2,13,1,11,2,1,"Breach,Sova,Jett,Yoru,Astra","Killjoy,Viper,Omen,Jett,Skye"
Icebox,99 Stealers,Last Resistance,14,16,8,7,9,6,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Viper,Reyna,Jett,Deadlock"
Lotus,SeanGares' Kittens,Deleta Esports,14,16,8,7,9,6,"Reyna,Astra,Harbor,Gekko,Clove","Raze,Killjoy,Jett,Gekko,Clove"
Icebox,Fargo North Dakota,LazerrFreeks Mythic,10,13,6,5,8,4,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Reyna,Jett"
Haven,Mickey Masters,Paranoia Boys,14,12,6,7,5,8,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Haven,Goon that jawn,Event Horizon,13,10,8,4,6,5,"Breach,Cypher,Sova,Omen,Yoru","Breach,Sova,Killjoy,Omen,Jett"
Lotus,SaD Purple,Raven Esports,13,11,8,4,7,5,"Raze,Viper,Omen,Fade,Deadlock","Breach,Raze,Cypher,Omen,Fade"
Haven,Team Atlantis,bricknodes,13,6,5,2,4,8,"Breach,Cypher,Omen,Jett,Deadlock","Breach,Sova,Killjoy,Omen,Jett"
Icebox,Fhouse,Lotus 8 Purple,13,6,4,3,3,9,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Sage,Jett"
Ascent,FAT Opps,Team Digital,13,3,3,1,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Endear Eclipse,Whiff Nation,10,13,5,6,7,5,"Breach,Cypher,Sova,Omen,Yoru","Breach,Cypher,Sova,Omen,Jett"
Haven,Asians and Skuba,English or Spanish,13,10,7,5,5,6,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Icebox,Dexterity Gaming,Good Career,8,13,5,7,6,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Icebox,Clemson Esports,Bedwars Lions,5,13,3,3,10,2,"Sova,Killjoy,Viper,Jett,Harbor","Killjoy,Viper,Jett,KAY/O,Gekko"
Haven,Malevolent Kitchen,Prospects Hitmen,9,13,9,3,10,0,"Breach,Cypher,Sova,Omen,Jett","Killjoy,Viper,Omen,Jett,Skye"
Ascent,VO Blossoms,ColdHearts GC,7,13,4,8,5,3,"Sova,Killjoy,Jett,KAY/O,Clove","Sova,Killjoy,Phoenix,Omen,Jett"
Haven,Ball Knowers,Scarlet Knights Black,11,13,6,6,7,5,"Cypher,Sova,Reyna,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Lotus,MORBIDLY OBESE,Bolton Esports,13,10,6,5,5,7,"Raze,Cypher,Omen,Fade,Gekko","Breach,Killjoy,Omen,Neon,Gekko"
Lotus,Rice Bowl,Asura Onyx,7,13,1,7,6,6,"Raze,Killjoy,Viper,Omen,Fade","Killjoy,Yoru,Fade,Iso,Clove"
Bind,ROSE,4star,13,11,7,5,6,6,"Raze,Brimstone,Skye,Gekko,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Icebox,Charmers GC,Harmony Amethyst,13,4,4,1,3,9,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Haven,Burger Boyz 2.0,ABG luvrs,16,14,6,9,5,10,"Breach,Sova,Killjoy,Omen,Neon","Cypher,Sova,Phoenix,Omen,Jett"
Sunset,Special Grade,Harmony,13,7,7,1,6,6,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Haven,CCG Esports,Scenario Cats,13,1,2,0,1,11,"Killjoy,Viper,Omen,Jett,Skye","Breach,Sova,Killjoy,Omen,Jett"
Haven,Jawns IV,ENVEE YSL,13,11,9,3,8,4,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Haven,FAT Opps,Team Digital,13,2,3,0,2,10,"Killjoy,Viper,Omen,Jett,Skye","Breach,Sova,Killjoy,Omen,Jett"
Lotus,Astane Anarchy,RECR,13,10,3,9,1,10,"Breach,Raze,Killjoy,Omen,Fade","Breach,Cypher,Sova,Astra,Neon"
Sunset,CB,Spate Esports,8,13,7,5,8,1,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Omen,Yoru,Gekko"
Abyss,Maryville University,Heavenly Sword Sect,13,10,7,5,5,6,"Sova,Viper,Omen,Yoru,Iso","Cypher,Sova,Omen,Jett,Iso"
Ascent,Paranoia Boys,Day By Day,13,2,10,2,0,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,SeanGares' Kittens,Deleta Esports,13,9,9,3,6,4,"Cypher,Sova,Omen,Jett,Iso","Raze,Sova,Omen,Jett,Gekko"
Haven,El Dorado,The Bees Knees,13,9,7,3,6,6,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Reyna,Omen,Jett"
Lotus,Goon that jawn,Event Horizon,13,5,3,3,2,10,"Breach,Cypher,Neon,Fade,Clove","Breach,Raze,Cypher,Omen,Fade"
Haven,SaD Purple,Raven Esports,13,7,3,5,2,10,"Cypher,Sova,Omen,Yoru,Iso","Sova,Killjoy,Viper,Yoru,Harbor"
Ascent,Nightblood Gaming,Emma's Bakas,13,8,8,4,4,5,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Omen,Jett,KAY/O,Deadlock"
Haven,99 Stealers,Last Resistance,13,5,8,4,1,5,"Killjoy,Viper,Omen,Jett,Skye","Killjoy,Viper,Omen,Jett,Skye"
Haven,Fhouse,Lotus 8 Purple,13,2,3,0,2,10,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Haven,Event Horizon Red,Forsaken Shadows,12,14,8,5,9,4,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Sunset,Team Atlantis,bricknodes,13,7,4,4,3,9,"Raze,Cypher,Neon,Gekko,Clove","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Nearest Airport,LoungeLizardWW,12,14,5,8,6,7,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,COPPER BLUE OVALS,Moon (NA),8,13,5,7,6,3,"Sova,Phoenix,Sage,KAY/O,Clove","Cypher,Sova,Omen,Jett,Deadlock"
Haven,Fargo North Dakota,LazerrFreeks Mythic,13,8,7,2,6,6,"Sova,Killjoy,Reyna,Jett,Clove","Killjoy,Viper,Omen,Jett,Skye"
Icebox,demeanorfps,CHURCH OF CHAEWON KIM,13,8,9,3,5,4,"Sova,Killjoy,Viper,Jett,Clove","Sova,Killjoy,Viper,Jett,Gekko"
Ascent,CCG Esports,Scenario Cats,13,0,12,0,0,1,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Eagle Uncs,Clemson Esports,8,13,4,8,5,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Malevolent Kitchen,Prospects Hitmen,13,10,5,6,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Burger Boyz 2.0,ABG luvrs,13,3,9,3,0,4,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Yoru,Deadlock"
Ascent,Rice Bowl,Asura Onyx,13,4,8,4,0,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Lionheart eSports,Kraken,13,10,7,5,5,6,"Sova,Killjoy,Viper,Omen,Yoru","Killjoy,Viper,Omen,Jett,Skye"
Abyss,Mickey Masters,Dog Barkers,13,6,6,1,5,7,"Raze,Cypher,Sova,Reyna,Astra","Breach,Cypher,Sova,Jett,Astra"
Lotus,Dexterity Gaming,Good Career,13,9,10,2,7,3,"Raze,Killjoy,Viper,Omen,Fade","Raze,Omen,Chamber,Fade,Deadlock"
Ascent,Endear Eclipse,Whiff Nation,7,13,2,6,7,5,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Abyss,ROSE,4star,13,9,7,3,6,6,"Cypher,Sova,Yoru,Astra,Deadlock","Cypher,Sova,Omen,Jett,Yoru"
Sunset,Bedwars Lions,Destined2Rise,13,9,8,4,5,5,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Omen,KAY/O,Gekko"
Haven,Minas D'ouro,Vila das Flores,11,13,5,7,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,Charmers GC,Harmony Amethyst,8,13,2,7,6,6,"Breach,Raze,Killjoy,Omen,Fade","Breach,Raze,Killjoy,Omen,Gekko"
Haven,MORBIDLY OBESE,Bolton Esports,13,11,5,7,4,8,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Ascent,Jawns IV,Fhouse,13,2,10,2,0,3,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Waffle House,VO Blossoms,6,13,5,7,6,1,"Breach,Raze,Cypher,Omen,Gekko","Raze,Killjoy,Omen,Fade,Gekko"
Icebox,Alphaware Olympians,Paranoia Boys,6,13,3,9,4,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
Haven,Cuddle Gang,Somali Pirates,13,2,10,2,0,3,"Breach,Sova,Killjoy,Jett,Astra","Breach,Sova,Killjoy,Omen,Jett"
Lotus,Event Horizon,Forsaken Shadows,13,4,9,3,1,4,"Breach,Raze,Cypher,Omen,Fade","Raze,Cypher,Omen,Fade,Deadlock"
Haven,SaD FROST,Pixy Chixs,13,3,9,3,0,4,"Sova,Killjoy,Jett,Iso,Clove","Breach,Sova,Killjoy,Omen,Jett"
Lotus,Team Digital,The Bees Knees,13,6,10,2,4,3,"Breach,Raze,Killjoy,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Bind,TBS GC,Panela Antiaderente,13,6,8,4,2,5,"Viper,Brimstone,Neon,Fade,Gekko","Viper,Brimstone,Skye,Neon,Iso"
Icebox,English or Spanish,Scarlet Knights Black,13,11,6,6,5,7,"Sova,Killjoy,Viper,Chamber,Iso","Sova,Killjoy,Viper,Harbor,Deadlock"
Lotus,Nightblood Gaming,CB,13,5,5,1,4,8,"Breach,Cypher,Sova,Astra,Neon","Breach,Raze,Killjoy,Omen,Gekko"
Abyss,Raven Esports,Prospects Hitmen,13,3,3,1,2,10,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Harbor"
Lotus,Nearest Airport,LoungeLizardWW,10,13,5,6,7,5,"Raze,Viper,Omen,Chamber,Fade","Raze,Cypher,Omen,Fade,Gekko"
Lotus,REVOADA,TOTALE Talents,13,3,4,0,3,9,"Raze,Killjoy,Viper,Omen,Fade","Cypher,Omen,Neon,Fade,Gekko"
Ascent,Akatsuki Aimers,Day By Day,5,13,0,6,7,5,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,bricknodes,Harmony,9,13,7,3,10,2,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Killjoy,Omen,Neon,Fade"
Icebox,AURA (Inactive),Bedwars Lions,1,13,0,2,11,1,"Sova,Killjoy,Sage,Jett,Harbor","Killjoy,Viper,Jett,KAY/O,Gekko"
Lotus,Emma's Bakas,Spate Esports,13,11,4,8,3,9,"Raze,Killjoy,Fade,Iso,Clove","Breach,Cypher,Omen,Neon,Fade"
Haven,ColdHearts GC,Prestige XOXO,13,6,4,3,3,9,"Sova,Omen,Jett,Chamber,Iso","Omen,Jett,Fade,Gekko,Deadlock"
Icebox,Team Leveling,sakki,13,1,2,0,1,11,"Killjoy,Viper,KAY/O,Gekko,Iso","Sova,Killjoy,Viper,Iso,Clove"
Abyss,Maryville University,Astane Anarchy,13,1,11,1,0,2,"Sova,Viper,Omen,Yoru,Iso","Cypher,Sova,Omen,Deadlock,Iso"
Lotus,Last Resistance,Deleta Esports,12,14,10,3,11,2,"Breach,Cypher,Neon,Fade,Clove","Raze,Killjoy,Jett,Gekko,Clove"
Bind,Lil Steppas,Mickey Masters,2,13,2,10,3,0,"Raze,Viper,Reyna,Omen,Gekko","Raze,Brimstone,Skye,Yoru,Iso"
Haven,Fargo North Dakota,Rice Bowl,13,5,3,3,2,10,"Cypher,Sova,Reyna,Omen,Yoru","Breach,Sova,Killjoy,Omen,Jett"
Icebox,ROSE,Endear Eclipse,13,3,3,1,2,10,"Killjoy,Viper,Sage,Jett,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
Haven,Goon that jawn,Event Horizon Red,13,4,4,1,3,9,"Breach,Cypher,Sova,Omen,Yoru","Breach,Sova,Killjoy,Omen,Jett"
Haven,Fast Food Workers,Full Sail Armada,13,2,10,2,0,3,"Sova,Killjoy,Omen,Jett,Iso","Breach,Cypher,Omen,Jett,Deadlock"
Lotus,FAT Opps,El Dorado,13,2,10,2,0,3,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Gekko"
Haven,Burger Boyz 2.0,CCG Esports,13,9,10,2,7,3,"Breach,Sova,Killjoy,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Ascent,Heavenly Sword Sect,RECR,13,7,9,3,4,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Omnipotence,Eagle Uncs,6,13,6,6,7,0,"Breach,Sova,Killjoy,Omen,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Dexterity Gaming,COPPER BLUE OVALS,13,6,6,1,5,7,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Astra,Fade"
Haven,SeanGares' Kittens,99 Stealers,14,12,8,5,7,6,"Phoenix,Reyna,Omen,Chamber,Iso","Killjoy,Viper,Omen,Jett,Skye"
Lotus,SaD Purple,Malevolent Kitchen,13,1,12,0,1,1,"Raze,Omen,Chamber,Fade,Deadlock","Raze,Killjoy,Omen,Fade,Gekko"
Haven,demeanorfps,CHURCH OF CHAEWON KIM,9,13,6,6,7,3,"Cypher,Sova,Omen,Jett,Iso","Breach,Cypher,Sova,Omen,Neon"
Lotus,LazerrFreeks Mythic,Asura Onyx,13,7,3,5,2,10,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Yoru,Fade,Clove"
Haven,ENVEE YSL,Lotus 8 Purple,13,3,9,3,0,4,"Cypher,Sova,Omen,Yoru,Iso","Breach,Sova,Killjoy,Omen,Jett"
Icebox,Special Grade,Team Atlantis,13,6,10,2,4,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Clove"
Haven,Asians and Skuba,Ball Knowers,13,7,9,3,4,4,"Omen,Yoru,Fade,Deadlock,Clove","Cypher,Sova,Reyna,Omen,Jett"
Lotus,Good Career,Moon (NA),13,4,4,1,3,9,"Raze,Omen,Chamber,Fade,Deadlock","Raze,Killjoy,Viper,Omen,Fade"
Lotus,Goon that jawn,Event Horizon Red,13,1,11,1,0,2,"Breach,Cypher,Neon,Fade,Clove","Raze,Killjoy,Viper,Omen,Fade"
Bind,SaD FROST,Pixy Chixs,13,7,12,0,7,1,"Raze,Viper,Skye,Chamber,Clove","Raze,Cypher,Viper,Brimstone,Skye"
Lotus,ABG luvrs,Scenario Cats,13,3,12,0,3,1,"Breach,Killjoy,Omen,Yoru,Gekko","Raze,Killjoy,Omen,Fade,Gekko"
Bind,4star,Whiff Nation,13,5,3,3,2,10,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Ascent,Minas D'ouro,Vila das Flores,11,13,2,10,3,9,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Phoenix,Omen,Jett"
Haven,Waffle House,VO Blossoms,8,13,7,5,8,1,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Jett"
Icebox,ColdHearts GC,Prestige XOXO,13,2,10,2,0,3,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Harbor,Iso"
Ascent,MORBIDLY OBESE,Bolton Esports,11,13,6,6,7,5,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Ascent,TBS GC,Panela Antiaderente,13,5,5,1,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Fast Food Workers,Full Sail Armada,13,1,11,1,0,2,"Cypher,Sova,Omen,Yoru,Deadlock","Breach,Cypher,Sova,Neon,Clove"
Ascent,Nightblood Gaming,CB,13,3,10,2,1,3,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,SaD Purple,Malevolent Kitchen,13,4,10,2,2,3,"Sova,Sage,Reyna,Jett,Clove","Breach,Cypher,Sova,Omen,Jett"
Lotus,Cuddle Gang,Somali Pirates,13,10,8,3,7,5,"Breach,Raze,Killjoy,Omen,Fade","Breach,Raze,Killjoy,Omen,Fade"
Ascent,Fargo North Dakota,Rice Bowl,13,4,4,1,3,9,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Charmers GC,Harmony Amethyst,13,11,7,5,6,6,"Raze,Viper,Brimstone,Skye,Gekko","Breach,Raze,Viper,Brimstone,Skye"
Sunset,bricknodes,Harmony,6,13,3,9,4,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Abyss,Destined2Rise,Cosmic Scorpus,13,2,3,0,2,10,"Cypher,Sova,Jett,Astra,Harbor","Cypher,Sova,Omen,Jett,Gekko"
Ascent,Dog Barkers,Winner POV,13,2,10,2,0,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,REVOADA,TOTALE Talents,13,7,10,2,5,3,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Ascent,LazerrFreeks Mythic,Asura Onyx,13,3,3,1,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Team Leveling,sakki,13,3,9,3,0,4,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Deadlock"
Sunset,Emma's Bakas,Spate Esports,13,3,4,0,3,9,"Breach,Raze,Cypher,Deadlock,Clove","Raze,Cypher,Omen,Yoru,Gekko"
Ascent,ROSE,Endear Eclipse,13,6,5,2,4,8,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Jett,KAY/O"
Sunset,Dexterity Gaming,COPPER BLUE OVALS,13,4,3,2,2,10,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Haven,Maryville University,Astane Anarchy,13,4,3,2,2,10,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Bind,Nearest Airport,LoungeLizardWW,13,11,4,8,3,9,"Raze,Cypher,Omen,Yoru,Deadlock","Raze,Viper,Brimstone,Yoru,Fade"
Bind,Astral Vision Infinite,Clemson Esports,12,14,7,6,8,5,"Raze,Cypher,Brimstone,Yoru,Fade","Raze,Viper,Brimstone,Skye,Gekko"
Haven,English or Spanish,Scarlet Knights Black,13,10,6,5,5,7,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Lotus,Jawns IV,Fhouse,14,12,9,4,8,5,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Gekko"
Abyss,Lionheart eSports,Kraken,13,11,10,2,9,3,"Sova,Killjoy,Viper,Omen,Yoru","Cypher,Sova,Omen,Yoru,Harbor"
Ascent,Raven Esports,Prospects Hitmen,13,8,7,5,3,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Event Horizon,Forsaken Shadows,13,11,6,6,5,7,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Lotus,demeanorfps,CHURCH OF CHAEWON KIM,13,4,8,4,0,5,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Omen,Neon,Fade"
Haven,FAT Opps,El Dorado,13,5,4,2,3,9,"Killjoy,Viper,Omen,Jett,Skye","Breach,Sova,Killjoy,Omen,Jett"
Bind,Last Resistance,Deleta Esports,9,13,3,7,6,6,"Raze,Viper,KAY/O,Fade,Clove","Raze,Cypher,Brimstone,Skye,Gekko"
Abyss,Team Digital,The Bees Knees,13,10,9,2,8,4,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Reyna,Jett,Astra"
Ascent,ENVEE YSL,Lotus 8 Purple,13,5,4,2,3,9,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Asians and Skuba,Ball Knowers,13,2,3,0,2,10,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,SeanGares' Kittens,99 Stealers,13,8,6,3,5,7,"Cypher,Killjoy,Brimstone,Yoru,Deadlock","Breach,Raze,Cypher,Omen,Fade"
Sunset,Good Career,Moon (NA),13,2,3,0,2,10,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,KAY/O,Neon"
Lotus,Heavenly Sword Sect,RECR,13,7,7,5,2,6,"Raze,Killjoy,Viper,Omen,Fade","Breach,Cypher,Sova,Astra,Neon"
Haven,Special Grade,Team Atlantis,13,3,3,1,2,10,"Sova,Jett,Astra,Deadlock,Iso","Cypher,Sova,Omen,Yoru,Iso"
Haven,ABG luvrs,Scenario Cats,13,1,2,0,1,11,"Cypher,Sova,Phoenix,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Lotus,4star,Whiff Nation,13,1,12,0,1,1,"Raze,Cypher,Fade,Gekko,Clove","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Burger Boyz 2.0,CCG Esports,13,10,7,5,5,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Coalesce,NEANLATIYONBOLM,13,2,10,2,0,3,"Breach,Sova,Killjoy,Omen,Jett","Sova,Killjoy,Omen,Jett,Yoru"
Icebox,Coalesce,NEANLATIYONBOLM,13,10,6,6,4,7,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Jett,Yoru"
Bind,FUT Esports,Paper Rex,6,13,3,9,4,3,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Sunset,FUT Esports,Paper Rex,11,13,6,6,7,5,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Sage,Omen,Gekko"
Sunset,Talon Esports,Team Vitality,8,13,2,7,6,6,"Raze,Cypher,Omen,Fade,Deadlock","Cypher,Sova,Omen,KAY/O,Neon"
Lotus,Talon Esports,Team Vitality,6,13,4,3,10,2,"Raze,Omen,Fade,Deadlock,Clove","Breach,Raze,Cypher,Omen,Fade"
Bind,minions united GC,LazerrFreeks Ivy,13,4,9,3,1,4,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Skye,Yoru,Clove"
Bind,TOTALE Talents,Karasuno Crows,13,9,7,3,6,6,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
